Radar_Type,Azimuth,Elevation,Range,Speed,RCS,Power,Noise,Threat_Type,Attack_Severity
Front,-0.18186565899909987,-0.018691948022770966,62.652405757112724,135.92117660124728,672.787,111.523,103.864,spoofing,High
Back,-0.029785,-0.080384,104.756,5.271,758.456,209.7460227571351,552.445,noise_injection,High
Front,-0.06888,0.072989,136.388,26.293,837.503,84.45582020123332,302.42400000000004,noise_injection,Medium
Front,-0.283156,0.056767,163.296,14.025,76.715,173.2268527882818,349.605,noise_injection,Medium
Front,0.258221,-0.056527,108.319,4.187,539.679,191.34617777833745,163.6245,noise_injection,Low
Back,0.041638,-0.027679,166.625,7.32,20.661,146.7612169823499,358.87800000000004,noise_injection,Medium
Back,0.22661887183701673,-0.019939700855942925,88.65684975694643,50.47920967404475,198.86,124.915,117.497,spoofing,High
Front,0.310939270865263,-0.01465611301064626,70.54876646215838,117.29175242115514,417.977,118.145,119.876,spoofing,Low
Back,0.117129,-0.080474,114.607,29.972,260.763,108.6248792568661,348.555,noise_injection,Medium
Front,-0.46118822793545716,-0.05663963533785789,117.13890766661437,41.290349965810805,664.397,149.522,112.379,spoofing,Low
Back,-0.10821651848774383,-0.042876774855498664,116.49339295823071,17.207584623337247,567.446,119.87,113.209,spoofing,Low
Back,-0.32993186889296927,0.15812072265282037,204.61545152344013,62.501251177656414,76.361,125.627,107.57,spoofing,Medium
Front,0.134893,0.044063,80.438,29.91,788.057,299.1440656152956,597.19,noise_injection,High
Back,0.41558724111116746,-0.06222628609214616,166.29479914313532,98.43904105044112,128.254,151.017,115.028,spoofing,Low
Front,0.255293,0.071529,33.785,-6.164,353.664,89.71001729501387,164.94899999999998,noise_injection,Low
Front,-0.052047909936183856,-0.14667836007704024,170.49933974271798,93.30379585486574,579.0,118.909,109.4,spoofing,Medium
Front,0.255182,0.024153,146.396,0.704,207.23,119.2922886308322,158.37,noise_injection,Low
Back,-0.212418,0.009396,180.546,20.123,571.603,187.60538810360725,518.995,noise_injection,High
Back,-0.062895,0.007235,83.277,1.527,9.73,100.74994825823647,326.331,noise_injection,Medium
Back,-0.177551,-0.042677,132.287,-1.721,671.653,79.11207275989729,596.55,noise_injection,High
Front,-0.25866,0.082335,24.46,17.297,932.246,217.2831945480807,335.1,noise_injection,Medium
Back,-0.2839625208063088,0.11987626483306943,41.84824611991725,27.846904046785177,517.447,103.855,117.056,spoofing,Medium
Front,0.3789370935535441,0.12828709264769422,94.71303575036,48.577347984411425,49.211,156.34,108.441,spoofing,Medium
Back,0.25625975635003656,-0.01297909201026682,46.89403721042558,119.00555214420258,277.281,100.999,105.179,spoofing,Low
Front,-0.260428,-0.021682,135.097,-2.413,677.123,177.26168579981618,161.334,noise_injection,Low
Back,0.060276,-0.00781,102.768,24.614,279.103,225.4176007437315,334.347,noise_injection,Medium
Back,-0.10828288601136749,0.2275101575942709,63.99807696172831,8.695045180271876,226.867,113.154,105.559,spoofing,High
Front,0.0443155913821571,0.053016446691216426,125.42774856061939,22.26630919029121,387.57,104.596,115.597,spoofing,High
Front,0.553956446366674,-0.006857645977886434,174.85801135705805,21.47358146135364,432.806,103.843,114.681,spoofing,Low
Back,0.13042879581438288,0.055518560731814576,135.31478612654286,74.76130364740976,965.517,134.183,101.037,spoofing,Low
Front,-0.017971,-0.054417,127.742,37.537,139.178,146.8683603800443,579.6500000000001,noise_injection,High
Back,0.102293,-0.043313,157.538,24.807,533.347,165.78720756814334,530.085,noise_injection,High
Front,-0.7025951151863333,0.02346205580334451,183.32739199719134,94.08991374951383,102.678,127.113,104.322,spoofing,Low
Back,-0.3017633581360533,0.07650463889104098,130.29112492418523,-28.120364579419274,319.178,101.067,107.404,spoofing,Low
Front,0.028739,-0.078881,197.737,-5.548,138.174,119.77202838123887,157.60649999999998,noise_injection,Low
Back,0.2651767133192847,-0.02250403620823884,48.15859060232802,109.84241336596317,939.927,125.99,100.313,spoofing,Low
Back,0.5020292193655514,0.014745509774536517,41.83395161439669,108.59451784406066,509.58,142.062,117.191,spoofing,Medium
Front,-0.008401,-0.040756,153.56,18.335,178.639,144.02876250580525,166.404,noise_injection,Low
Front,-0.2782854381547139,-0.024247858020806257,44.37843569978386,91.99433509459601,485.302,153.751,119.52,spoofing,Medium
Front,-0.0025332303835967074,0.008103778821939286,246.56789707500562,27.44815627865196,813.202,127.002,110.27,spoofing,Medium
Front,-0.11899368308414177,0.08763753053464221,157.37566756200312,-7.801675313307246,156.388,116.522,116.339,spoofing,Low
Back,-0.5171182498010434,0.11299012398943237,67.30237116793518,69.26424304555373,834.288,108.76,113.492,spoofing,Medium
Back,0.137128,-0.043543,92.785,23.836,395.737,121.82212463573703,531.5849999999999,noise_injection,High
Back,-0.6165242802441415,-0.12257236602822784,14.205622300704794,74.05990877707133,781.83,140.68,103.873,spoofing,High
Front,0.031616,0.026951,147.973,31.924,869.565,71.08477473611062,593.63,noise_injection,High
Front,0.183366,0.094045,189.144,37.016,597.383,211.06722708036523,507.615,noise_injection,High
Front,0.2978155544680844,0.05360086450888349,115.04484780502166,20.631447425669354,697.297,128.584,110.924,spoofing,High
Back,0.46298306908552855,-0.12545911945371951,125.07692217289924,38.177454079640164,334.487,107.181,107.27,spoofing,Low
Front,-0.5377444270871298,0.24246308471214362,80.82132427425383,94.4793009949886,740.492,119.823,113.833,spoofing,Medium
Front,-0.126515,0.095674,42.864,20.246,196.089,161.45443235487247,575.615,noise_injection,High
Back,-0.211526,0.031416,74.764,6.941,850.042,226.93401818040607,552.325,noise_injection,High
Front,-0.05036,-0.059475,49.282,-1.748,913.499,89.96144063764945,163.4595,noise_injection,Low
Back,-0.28681816735340776,-0.03341246998751223,160.0174947764755,65.41737317013562,16.979,105.742,112.981,spoofing,Medium
Back,0.208638,0.008594,83.224,-0.887,178.976,76.1341120736052,347.865,noise_injection,Medium
Front,-0.577684199280913,0.13808267199948876,279.0032821457978,-6.433470791274715,571.179,144.962,116.951,spoofing,Medium
Back,-0.160843,0.063464,116.249,-0.856,582.848,87.1817480023092,305.745,noise_injection,Medium
Front,-0.6643710116322472,0.1262001905736359,215.00205995000852,155.12230587265122,515.472,158.892,105.088,spoofing,High
Front,-0.025058,0.06458,31.688,19.847,948.04,258.97687377914195,150.03750000000002,noise_injection,Low
Back,0.390981754526428,0.09917467533951824,75.81281257785314,117.09511634166691,686.692,138.224,101.268,spoofing,Medium
Front,0.24539036119340069,0.12812253414909497,208.31979955854945,177.4273372980113,549.018,120.504,117.613,spoofing,High
Front,0.2379,0.007233,62.408,38.796,401.187,144.4858732820199,301.908,noise_injection,Medium
Back,-0.3839264586599405,-0.020819655830951037,135.20187942018356,112.92165962462026,98.33,115.929,103.242,spoofing,Low
Back,-0.073338,0.060047,34.061,17.777,344.084,117.47561078463127,564.315,noise_injection,High
Back,0.5694622505974725,-0.02508620569243119,110.58993862316142,32.61097459113041,708.836,122.713,101.473,spoofing,Medium
Back,0.061862,-0.016714,118.078,5.158,118.303,138.00938316665125,326.10900000000004,noise_injection,Medium
Back,0.21468822196549475,0.08856130220314282,97.30522739721994,23.427306384936834,478.546,134.614,119.768,spoofing,Low
Back,0.4182672785145983,0.11931006697679825,44.02735045347205,91.36212072009907,763.078,104.432,106.647,spoofing,Low
Front,-0.1421597219136474,0.07993112122848518,142.2941437492071,78.6958609524077,126.815,124.444,107.014,spoofing,High
Back,0.34582978249810825,-0.05598361762227155,179.57478299534733,-35.046359630247466,360.355,100.559,104.238,spoofing,Low
Front,-0.06607,0.009318,174.496,-3.349,888.541,170.16839570329273,359.94,noise_injection,Medium
Back,0.32725055081520504,0.18409056852025948,30.686653558568498,2.1093539062566866,799.835,145.139,112.66,spoofing,High
Front,-0.075765,0.052199,76.008,1.737,851.334,167.98839210229983,542.7900000000001,noise_injection,High
Front,0.20641,-0.094053,59.803,22.691,28.355,306.82446196824816,159.12,noise_injection,Low
Back,-0.20939482617015942,0.21503710714714175,90.44902687082575,149.98126684910196,251.256,158.299,101.105,spoofing,High
Front,0.29839342965469834,0.07237719884910795,101.73929792157936,75.4371363994324,76.136,138.89,115.616,spoofing,High
Front,0.065201,-0.06921,136.079,17.523,120.537,68.35123191103527,156.13649999999998,noise_injection,Low
Front,-0.028526,-0.023434,181.841,30.429,956.812,182.88888048072843,305.493,noise_injection,Medium
Front,-0.0314446619229706,0.12241551980925408,140.09832235340107,15.717248907473781,304.003,143.644,110.651,spoofing,Medium
Back,0.056167,-0.016318,29.863,-5.796,144.355,110.40036445890986,163.0035,noise_injection,Low
Front,-0.5131524574215801,0.10903318960747513,67.40037997111288,81.65583987334978,289.207,145.235,108.199,spoofing,High
Back,-0.5159837573237862,-0.008662530678911887,66.032705175015,60.50139647649053,191.425,142.066,119.682,spoofing,Low
Front,-0.18843474111556194,-0.14385103513153918,61.34675775478988,64.92121556411625,882.745,157.278,119.982,spoofing,High
Front,0.263911,-0.001264,57.953,12.851,785.181,148.88096267960924,173.51850000000002,noise_injection,Low
Back,-0.15295,0.057142,115.991,23.383,174.162,255.5203604539486,596.4350000000001,noise_injection,High
Front,0.31838309810188103,-0.06970877503850387,56.411611227579435,76.28145832659371,25.949,139.319,104.875,spoofing,Medium
Back,0.216221,-0.007391,125.459,-6.056,25.946,73.38099325646856,316.419,noise_injection,Medium
Back,-0.065836,0.025538,79.154,5.268,896.428,69.51033867994214,588.29,noise_injection,High
Back,0.197665,-0.065058,49.748,6.53,337.008,177.87710895297286,168.594,noise_injection,Low
Front,0.6765335233443417,0.02645794099851749,265.7918691898402,118.03170606288026,554.908,103.887,103.271,spoofing,Low
Back,0.11802027397436862,-0.09385646809276474,83.96148538788427,29.974919703880182,201.279,109.924,116.482,spoofing,Medium
Front,0.5547178675216635,-0.069826784489363,68.50863256523122,15.609868780232816,100.025,134.343,100.795,spoofing,Medium
Back,0.200116,0.087848,68.984,3.037,489.057,247.89491387863623,165.012,noise_injection,Low
Front,-0.1418,0.048943,102.891,33.297,450.685,80.17739387810539,546.115,noise_injection,High
Back,-0.22916505017617456,0.06306871329298012,40.839622044217535,-6.085419298562236,155.81,143.787,105.994,spoofing,High
Back,0.03750066679667763,0.01599795129723694,95.645714005582,19.746136960704863,409.469,105.402,102.794,spoofing,Medium
Front,0.065792,0.087372,127.83,23.025,225.616,74.7139274736633,528.275,noise_injection,High
Back,0.285177,0.040143,89.371,35.635,550.922,89.95040571491829,174.97199999999998,noise_injection,Low
Back,0.089579,0.097859,135.582,-7.355,642.375,83.2882731099324,355.386,noise_injection,Medium
Front,0.213275,-0.057157,90.634,23.139,178.654,128.31092116996453,172.9695,noise_injection,Low
Back,0.2742951373545553,0.13786567191021487,233.60624523533608,43.805451126717315,667.749,112.041,113.22,spoofing,Medium
Front,0.18004415335428905,-0.12359455652012744,79.7055869493537,174.3754282225418,638.319,111.852,112.345,spoofing,High
Front,0.027716,0.088749,88.685,0.838,574.426,244.97477291694233,338.199,noise_injection,Medium
Front,-0.2246985539237036,0.1305306532060614,197.17860376846545,-9.192824262406013,591.561,107.225,102.678,spoofing,High
Back,-0.086868,-0.025236,132.765,15.114,609.444,91.74299153476832,565.5899999999999,noise_injection,High
Back,-0.069013,-0.075802,149.213,-5.492,620.732,293.11797433389074,156.006,noise_injection,Low
Front,-0.279423,-0.067974,71.463,-7.441,400.062,236.70636655206837,158.1735,noise_injection,Low
Back,-0.001009,0.072797,176.683,-3.154,230.267,226.43451995909834,357.654,noise_injection,Medium
Back,0.261971,0.029968,160.651,17.747,660.012,143.20697075847104,179.28300000000002,noise_injection,Low
Back,-0.272101,0.054487,79.541,37.688,960.531,140.05412542873555,530.355,noise_injection,High
Back,0.030952,0.096715,170.07,4.949,729.872,216.5324859584221,305.385,noise_injection,Medium
Back,0.06076,-0.061082,123.796,13.757,79.839,111.66209053240512,319.047,noise_injection,Medium
Front,-0.6356065645457646,0.20238742314435104,220.27701927634712,23.649509652304307,271.178,144.083,108.685,spoofing,Medium
Back,-0.13358660143055298,0.23518202541999617,86.86689352196586,153.65842888639958,306.789,152.651,116.933,spoofing,Low
Back,-0.5000682727728041,-0.1766485109672491,50.68654700199763,-4.8411043205892135,121.466,102.847,105.378,spoofing,Medium
Back,0.4955108315424385,-0.13872909289221766,128.8405451528481,97.45335312791224,661.288,114.526,112.706,spoofing,Medium
Front,0.028519,-0.041445,57.036,5.408,623.208,149.30696792617846,178.2825,noise_injection,Low
Back,0.280796,0.065358,147.561,4.899,257.553,177.47882932796014,530.005,noise_injection,High
Front,-0.118769,-0.006561,168.718,31.189,525.853,237.02748502755654,507.455,noise_injection,High
Front,-0.17596562562788062,-0.2500326660332239,191.90541575265223,81.78596892572027,782.363,127.053,106.492,spoofing,Medium
Back,-0.191824,-0.078212,109.945,39.786,812.839,244.29295670668284,179.4255,noise_injection,Low
Front,0.245011,0.034619,179.437,-7.442,915.688,126.36534233210831,312.531,noise_injection,Medium
Front,-0.127064,-0.020861,24.726,34.501,660.864,234.10882886088996,356.874,noise_injection,Medium
Back,-0.144289,-0.050451,80.395,14.255,979.003,117.90597389243011,171.192,noise_injection,Low
Back,0.184363,0.082896,157.796,20.636,645.681,256.7373659227996,567.1500000000001,noise_injection,High
Back,-0.08286388389274005,0.02522423775098428,187.30544992302342,47.43662052307795,226.321,154.153,110.867,spoofing,High
Front,0.043102,0.002492,22.174,30.934,941.037,119.93774776236451,167.268,noise_injection,Low
Front,0.042994,0.087191,129.029,28.423,382.682,194.76195455576737,326.45099999999996,noise_injection,Medium
Back,0.3286684862939618,0.05681384276157367,253.37932616866584,4.914532458006497,187.328,136.843,101.357,spoofing,Medium
Front,-0.16012757962682525,0.06538320371034674,105.98191077551203,99.36318847642825,397.382,138.627,100.388,spoofing,High
Front,0.35546166184397593,-0.04317813097496982,78.48014355740513,-4.226244417803445,666.92,112.82,108.366,spoofing,High
Front,-0.34181449355862825,0.15045557616731853,76.30289348972093,88.24289984293762,10.645,137.658,111.857,spoofing,High
Front,0.241601,-0.011271,96.265,34.245,316.954,246.45183026762925,517.35,noise_injection,High
Front,-0.5300352343135977,-0.030921739755801522,248.70214086133825,-24.871718406511928,149.633,104.505,119.109,spoofing,Medium
Front,0.234753,-0.086714,57.732,13.7,598.257,64.28820623775847,502.405,noise_injection,High
Front,0.09669588766617201,0.04150197960762743,45.300852673386224,73.86120249439698,242.61,133.562,101.306,spoofing,Low
Back,0.272926,-0.080784,137.601,25.661,559.146,283.6889368535214,152.3475,noise_injection,Low
Front,-0.24309928892747829,-0.006526160882158192,22.49294292348086,125.3102499606509,690.398,107.432,102.751,spoofing,Low
Back,-0.4255923306561167,0.0873006846553662,66.41835794943292,47.6275999966787,960.04,114.214,107.33,spoofing,Medium
Front,0.4898652138254869,-0.16553677066106132,215.00386885575628,176.69439586500675,882.143,121.058,116.598,spoofing,Medium
Back,-0.290127,-0.040356,142.002,-4.885,47.889,74.51641777166842,323.59499999999997,noise_injection,Medium
Back,-0.11874,0.091066,176.48,-0.507,151.194,252.2820877351285,579.2049999999999,noise_injection,High
Front,0.2720645809042278,-0.12359775414700731,176.34941904019834,56.09836053692354,345.699,110.036,112.117,spoofing,Low
Back,0.229704,0.050764,20.369,32.949,287.588,198.72260525802608,338.02200000000005,noise_injection,Medium
Back,-0.215983,0.045063,89.514,-4.049,390.419,73.5397033786762,150.054,noise_injection,Low
Front,0.093267,0.079563,121.312,-2.28,796.472,103.18764193844227,585.41,noise_injection,High
Front,0.05335,-0.091382,87.932,32.772,170.393,215.09437897584525,596.05,noise_injection,High
Back,-0.152061286898378,0.17479723473667155,52.44991172997518,16.254142598039287,132.357,110.563,109.109,spoofing,High
Front,0.2041952081925485,0.12143839326418476,87.31371292764055,19.42165268962534,140.903,103.065,112.818,spoofing,High
Back,0.14857984985975847,-0.09200733649681261,90.01696439172177,71.10765373740006,449.745,135.038,106.828,spoofing,Low
Front,-0.20313,0.045107,192.179,-2.139,465.859,100.48060094374871,322.332,noise_injection,Medium
Front,-0.5062372441516436,-0.11636339892621843,36.26871566368012,45.02303624292182,354.288,101.134,109.217,spoofing,Low
Back,-0.167422,-0.014203,81.681,-5.348,263.214,85.55893424275192,329.913,noise_injection,Medium
Back,0.6241963947905169,0.16676272816961293,16.41399464567523,135.0863251606679,75.982,101.076,106.655,spoofing,High
Front,0.233544,-0.074999,176.061,11.818,305.274,142.40842886091045,585.91,noise_injection,High
Back,-0.05314,0.034889,140.475,-9.795,463.035,70.56849019441279,565.1800000000001,noise_injection,High
Front,0.262864,-0.005511,45.716,18.875,223.343,132.679928050281,158.7225,noise_injection,Low
Front,0.3705026643784286,0.15132707607548906,66.55004296653675,156.38094481020786,738.089,159.345,101.277,spoofing,Low
Back,-0.103615,0.059779,64.128,25.326,394.224,62.85280701240125,300.495,noise_injection,Medium
Front,0.108424,0.049968,176.793,9.596,19.302,171.31925771377473,167.0085,noise_injection,Low
Back,0.142944,-0.041361,180.096,31.442,328.386,289.5494106869592,535.89,noise_injection,High
Front,-0.190982,0.087465,177.26,-1.508,992.333,172.3482482803718,349.689,noise_injection,Medium
Back,-0.023828,0.095418,112.708,34.09,346.804,168.16559192091995,595.9150000000001,noise_injection,High
Front,0.26948670942037495,0.017609646413804594,93.33668378373895,6.734134741315767,666.466,157.261,118.918,spoofing,Low
Back,-0.30821560581016905,-0.2573438405247516,264.04439920721586,89.55447960460621,70.594,125.434,110.379,spoofing,Low
Front,-0.05908711237773927,-0.11898583645402501,46.65058301513937,75.35302167159244,181.931,109.859,105.508,spoofing,High
Back,-0.122859,0.020536,100.516,29.015,740.04,134.99737743463226,160.2225,noise_injection,Low
Front,0.02141,-0.032017,67.578,32.809,965.147,156.06639279689097,347.904,noise_injection,Medium
Back,-0.172741,0.085626,124.389,-3.608,853.63,73.15990179910915,529.745,noise_injection,High
Back,0.139019,-0.037645,119.874,6.079,262.079,110.64919408420029,160.179,noise_injection,Low
Back,0.269129,0.05396,101.252,2.092,206.099,130.1684071878688,561.385,noise_injection,High
Front,0.7521175773211589,0.09518512501518532,130.65315603595488,75.57131731316984,444.119,114.201,107.801,spoofing,High
Front,0.3057760403871117,-0.10727059577502117,130.46597909373946,68.09074529891744,70.811,159.36,115.688,spoofing,Medium
Back,0.181099,0.013724,185.55,-7.483,95.074,101.51498161328874,316.821,noise_injection,Medium
Front,-0.241077,0.065579,193.525,22.759,814.191,131.48547545209334,566.785,noise_injection,High
Back,0.15288734620026811,0.22257848702563543,92.56935644580832,143.30987192547505,634.741,138.501,100.964,spoofing,Low
Front,-0.6900598692394011,-0.13087320258905805,169.52749160269914,-17.927346221876093,280.173,139.254,116.797,spoofing,Low
Back,-0.043593,-0.084573,136.073,6.761,400.73,225.12035750809605,154.803,noise_injection,Low
Front,0.28823,-0.037928,102.536,22.412,414.295,123.17617682080946,171.48,noise_injection,Low
Back,-0.126212,-0.077556,159.465,24.919,37.767,94.35134290641189,151.839,noise_injection,Low
Front,-0.234219,0.059911,122.929,26.371,624.011,156.80520894179338,564.03,noise_injection,High
Back,0.207378,0.017535,105.902,19.105,77.232,85.44183988704587,550.99,noise_injection,High
Back,0.14649956699263397,-0.09338707374372124,225.49649581587389,-16.117703868990386,557.498,114.326,110.806,spoofing,Low
Front,-0.2726916663602586,-0.13479894193113956,144.29474497179052,33.71490215798007,459.196,156.755,104.865,spoofing,Low
Front,-0.3439833989747606,-0.19197696991024016,111.8716749825847,148.7006848410048,77.318,127.912,117.431,spoofing,High
Front,-0.6104187724208546,-0.1456695571829395,72.53611484653358,121.35416811852828,394.742,155.527,117.192,spoofing,High
Front,-0.284513,0.005073,51.488,14.769,979.38,87.61066196996335,166.1415,noise_injection,Low
Front,0.020612,-0.072303,69.445,7.25,741.313,142.5710714655678,591.29,noise_injection,High
Back,0.024094,0.094579,31.954,18.802,929.361,223.398532191104,317.445,noise_injection,Medium
Back,0.077528,0.021939,164.623,5.366,876.161,219.89564755415822,535.485,noise_injection,High
Back,0.204191,-0.049897,195.328,21.346,696.387,68.38862455755073,523.61,noise_injection,High
Front,0.100476,-0.041728,91.416,25.209,163.021,187.10050346139826,320.034,noise_injection,Medium
Back,-0.1745334901492579,0.09714920980507297,105.38941085105837,-44.328800997108175,788.893,121.565,110.025,spoofing,Low
Front,-0.16045006676911894,-0.1580102038228522,68.2777896236538,-12.86761132041232,37.024,130.949,104.585,spoofing,High
Back,0.216824,-0.036803,154.983,7.501,300.547,250.85099225460775,504.18999999999994,noise_injection,High
Front,-0.5918452706290738,0.09513906424266837,95.31106080842068,37.94484954043174,803.635,144.141,108.033,spoofing,High
Front,0.123654,-0.068299,98.704,10.865,802.05,87.98840151548242,567.2950000000001,noise_injection,High
Back,-0.094868,-0.098372,141.63,9.635,93.257,136.38044922684878,590.03,noise_injection,High
Back,0.6093134200528503,-0.09681925414072896,88.10115869075092,104.21629759472461,22.165,110.94,108.945,spoofing,Low
Front,0.434547848920553,0.019201638749767408,246.06960103345514,90.59948453783616,939.586,157.873,103.712,spoofing,High
Front,-0.146788,0.001243,74.657,10.921,728.953,170.09432780834166,304.254,noise_injection,Medium
Front,0.29394,0.023473,130.238,-2.501,215.774,127.68122969988602,160.31400000000002,noise_injection,Low
Back,0.003082,0.09308,165.482,0.291,29.624,247.57157041976598,528.07,noise_injection,High
Front,-0.2726968037063099,0.006741892680944189,228.79757831024594,107.7716410055108,698.528,119.173,111.333,spoofing,Low
Back,-0.089044,-0.091067,159.541,-0.649,545.419,179.9137761248626,171.8445,noise_injection,Low
Front,0.046405,0.071416,117.88,-2.611,647.773,98.19355365807307,502.845,noise_injection,High
Back,-0.237119020083907,0.03385779041569549,68.80367983047476,12.526153867864343,423.128,125.926,112.002,spoofing,High
Back,-0.08311330631676624,0.05032933612441373,250.886184721034,157.16538302951972,649.593,140.479,117.783,spoofing,Medium
Front,0.138977,-0.015079,147.748,-5.505,250.554,175.6974597736787,530.215,noise_injection,High
Front,0.258752,0.039411,23.838,23.109,162.647,209.4066161256341,571.0699999999999,noise_injection,High
Front,0.09152371790228625,-0.17677003796599286,179.51851836430276,-9.41030034852271,288.938,116.58,105.577,spoofing,Medium
Front,0.18971111779272354,-0.04064583248939034,208.17429142581753,-3.716453668137621,951.079,135.019,105.196,spoofing,High
Front,-0.186255,-0.05091,190.009,1.614,937.542,103.5270956655124,168.753,noise_injection,Low
Back,0.057649,-0.088381,169.091,17.41,576.882,189.29733531933857,167.9175,noise_injection,Low
Front,0.245782,0.006728,24.596,8.541,226.857,201.7149709394005,320.85,noise_injection,Medium
Back,0.267968,-0.036641,139.706,10.079,333.189,196.20125967132688,170.82150000000001,noise_injection,Low
Back,0.127801,-0.007685,119.224,31.774,606.16,167.82245600991195,568.125,noise_injection,High
Back,-0.094479,0.03262,49.371,14.219,332.138,145.305792995858,152.952,noise_injection,Low
Back,0.5444466744383718,-0.0643156697439842,56.677259310343786,71.96807694767315,955.22,152.186,115.962,spoofing,Medium
Front,0.228423,-0.000416,38.238,27.573,925.454,237.9943415247937,577.325,noise_injection,High
Front,-0.23560112155239152,-0.2608055455199769,150.7378874703263,71.04673467186772,508.169,143.183,100.732,spoofing,Medium
Front,-0.118964,0.074064,36.419,-9.166,805.7,308.6804958234142,356.946,noise_injection,Medium
Front,0.2514450330663104,0.15877934246283942,127.43300884203684,73.20708795030468,803.878,124.424,100.02,spoofing,Low
Front,-0.3070757966298608,-0.15384723531505767,145.5109161828263,60.70413146855172,56.283,118.156,104.234,spoofing,Medium
Front,-0.4131615950493245,0.023905409153207866,19.422244612098613,105.60893842400098,587.29,126.336,107.137,spoofing,High
Front,-0.011404653583532293,0.13767710118530913,44.849155659282474,-16.482236737332656,229.146,126.297,104.112,spoofing,Low
Front,0.012641,-0.054078,112.103,1.922,738.471,175.005778860133,169.4865,noise_injection,Low
Front,-0.04684377007719298,-0.0355651894862164,27.62806347470456,68.91425925161295,252.272,103.629,106.092,spoofing,Low
Back,-0.3095975324510407,0.194621214600447,30.644126531311873,81.78620043408006,955.028,135.032,100.829,spoofing,High
Back,0.037251,-0.026242,146.001,-4.996,179.643,97.17625772447802,305.019,noise_injection,Medium
Front,0.4461536169005341,0.22570723202060505,136.4680587976844,105.73957215895261,73.585,141.498,105.129,spoofing,High
Back,0.002796,0.090819,173.612,4.058,333.197,260.46762791630294,538.3100000000001,noise_injection,High
Back,0.112156,0.015434,59.739,34.012,205.607,203.08332919447497,580.145,noise_injection,High
Back,0.27865133916645635,-0.005436505918588297,115.63881322856079,149.94081726894586,643.317,108.598,103.638,spoofing,Medium
Front,0.05220949325590484,-0.09565703897698309,84.98770040963721,132.9102873282567,794.84,122.094,110.731,spoofing,Low
Front,0.253211,-0.094758,27.696,28.782,652.672,83.30137047705941,532.9200000000001,noise_injection,High
Front,0.7736468503113355,-0.08256540541039428,163.54750709533323,-26.980105981549887,955.157,130.045,102.646,spoofing,Low
Front,0.037373,-0.038632,76.694,14.034,654.954,248.72683283676528,593.255,noise_injection,High
Front,-0.264941,0.007491,117.841,6.557,31.898,168.16317168273196,547.215,noise_injection,High
Back,-0.11257,0.097439,152.281,11.787,644.903,160.26391223263914,151.0815,noise_injection,Low
Front,-0.3938006534216374,0.27984467964610443,151.32074637730258,84.08507942879169,984.001,148.877,117.025,spoofing,Low
Front,-0.2312577410973901,-0.16181679677308397,26.332570488477653,61.06428805200383,524.151,142.891,106.862,spoofing,High
Back,0.30937003749263,-0.014017417796722317,201.64701383215717,79.0164060718423,856.878,119.38,118.457,spoofing,High
Front,0.202645,0.028449,66.606,-5.085,242.099,185.6630949522776,159.51749999999998,noise_injection,Low
Front,-0.16131,-0.051858,169.389,28.749,368.323,150.7688500000498,568.875,noise_injection,High
Back,-0.7208817029574269,-0.23204149897542503,73.95835706897955,-9.111996172286709,58.469,125.475,109.486,spoofing,Medium
Back,-0.082598,0.023122,125.191,8.189,104.555,99.58216885402251,576.22,noise_injection,High
Back,-0.3541792135523474,-0.06836147714406654,34.71333432181841,67.22149699181242,103.016,125.749,117.14,spoofing,Low
Front,0.102269,0.082726,82.826,33.727,237.914,93.17816942677956,508.315,noise_injection,High
Back,-0.5104442359528021,-0.08291494559901916,53.41298547768948,107.69435754903618,983.492,137.883,113.999,spoofing,Low
Front,0.234367,0.061556,199.312,20.488,321.297,139.2833499502704,319.653,noise_injection,Medium
Front,0.2604384998439135,0.22442771689835497,32.39771478174668,73.41904407855323,385.051,107.745,101.349,spoofing,High
Back,0.024342,-0.074994,40.08,0.978,158.576,252.52702384047666,516.725,noise_injection,High
Front,-0.2841927927939054,0.18993314518481288,192.34562156116522,-9.41726455889097,943.767,103.216,114.98,spoofing,Low
Front,0.020554,0.020292,161.578,-7.943,598.207,92.368412169268,162.951,noise_injection,Low
Back,0.129385,-0.07763,49.037,37.296,654.093,67.11160499277936,343.725,noise_injection,Medium
Back,-0.6654705420559751,-0.05156628637183769,185.15504302592666,101.053924403796,274.346,151.459,109.642,spoofing,Medium
Front,-0.089435,-0.062338,152.542,-8.724,289.771,203.49457106720334,157.17000000000002,noise_injection,Low
Back,0.5213412769967635,0.11408499965179812,49.19105931206209,56.21390269411222,236.372,138.315,106.338,spoofing,Low
Front,0.06264516348085122,-0.16214774120604,26.121176410228646,88.66647819854289,961.1,134.98,109.45,spoofing,High
Front,0.274656,0.092542,37.309,18.432,796.507,141.55921124182544,156.7785,noise_injection,Low
Front,-0.285732,0.023417,129.565,32.961,455.527,118.79351916049765,179.7525,noise_injection,Low
Front,-0.09344635037678237,0.11286619432715249,81.15495759691163,41.83564630699223,923.305,127.033,110.653,spoofing,High
Back,-0.277719,-0.023924,24.903,-7.298,177.618,200.81492424952282,158.601,noise_injection,Low
Back,0.242143,0.088185,183.524,0.401,200.637,147.12863866034138,156.2055,noise_injection,Low
Front,0.39047077295476407,-0.03167414961362807,42.68904522582296,50.12561774822892,638.757,147.471,106.421,spoofing,Low
