Throttle_Position,Brake_Pressure,Steering_Angle,Vehicle_Speed,Gear_Position,Threat_Type,Attack_Severity
100.0,500.0,-0.2,4.13,D,Acceleration_Anomaly,High
93.92,304.36,19.39,22.76,R,Acceleration_Anomaly,Medium
100.0,500.0,29.7,5.4,N,Acceleration_Anomaly,High
31.28,188.96,0.67,0.0,D,Sensor_Spoofing,Medium
100.0,500.0,-26.77,11.4,D,Acceleration_Anomaly,High
100.0,500.0,-27.62,2.4,R,Acceleration_Anomaly,High
94.86,342.48,18.98,27.65,N,Acceleration_Anomaly,Medium
56.34,429.19,-1.76,0.0,D,Sensor_Spoofing,Low
61.3,80.86,-0.28,0.0,R,Sensor_Spoofing,Medium
84.67,401.41,-16.58,20.75,P,Acceleration_Anomaly,Low
15.67,348.9,65.45,0.77,R,Steering_Mismatch,High
83.76,467.42,13.56,0.0,P,Sensor_Spoofing,High
8.02,219.05,88.03,11.7,D,Steering_Mismatch,High
0.84,449.36,49.17,26.95,P,Steering_Mismatch,Medium
55.52,69.86,53.45,19.1,N,Steering_Mismatch,Medium
73.88,31.91,29.31,0.0,P,Sensor_Spoofing,Medium
100.0,500.0,-25.39,5.06,N,Acceleration_Anomaly,High
82.42,295.51,77.18,26.77,P,Steering_Mismatch,High
96.3,477.81,-16.31,23.45,D,Acceleration_Anomaly,Low
100.0,500.0,8.6,0.12,D,Acceleration_Anomaly,High
90.02,225.76,16.71,0.0,P,Sensor_Spoofing,High
31.49,335.68,-22.08,0.0,R,Sensor_Spoofing,Low
81.76,347.02,25.58,10.51,P,Acceleration_Anomaly,Medium
15.64,499.29,16.54,0.0,R,Sensor_Spoofing,Medium
70.3,401.75,39.39,6.4,R,Steering_Mismatch,Low
24.5,21.3,55.46,3.71,N,Steering_Mismatch,Medium
78.23,403.06,21.73,23.7,N,Acceleration_Anomaly,Low
86.91,361.67,8.66,0.24,N,Acceleration_Anomaly,Low
100.0,500.0,1.42,9.93,N,Acceleration_Anomaly,High
80.8,450.29,44.95,29.22,P,Steering_Mismatch,Medium
100.0,500.0,6.8,11.44,R,Acceleration_Anomaly,High
13.45,10.69,80.19,14.97,D,Steering_Mismatch,High
29.18,405.87,-0.58,0.0,R,Sensor_Spoofing,Medium
81.91,367.01,-12.36,3.78,R,Acceleration_Anomaly,Low
82.28,389.44,-2.01,0.27,P,Acceleration_Anomaly,Low
92.32,426.37,55.39,5.36,D,Steering_Mismatch,Low
73.96,448.33,-29.41,12.2,D,Acceleration_Anomaly,Low
74.17,493.67,59.58,24.57,D,Steering_Mismatch,Low
40.53,464.47,39.67,4.13,D,Steering_Mismatch,Low
99.15,63.52,46.83,28.27,N,Steering_Mismatch,Low
65.68,126.4,-3.24,0.0,R,Sensor_Spoofing,High
70.37,303.24,-10.41,2.15,D,Acceleration_Anomaly,Medium
100.0,500.0,15.54,29.34,N,Acceleration_Anomaly,High
41.1,385.63,-21.51,0.0,P,Sensor_Spoofing,High
9.68,438.4,-28.28,0.0,N,Sensor_Spoofing,Low
85.09,299.99,64.37,5.31,D,Steering_Mismatch,High
32.68,355.9,23.12,0.0,N,Sensor_Spoofing,Low
100.0,500.0,-18.85,8.34,P,Acceleration_Anomaly,High
74.02,301.99,4.86,8.61,R,Acceleration_Anomaly,Medium
48.35,135.93,-20.79,0.0,R,Sensor_Spoofing,Low
50.03,148.25,82.9,1.34,P,Steering_Mismatch,High
60.37,206.87,9.3,0.0,P,Sensor_Spoofing,High
14.14,484.3,43.01,24.25,P,Steering_Mismatch,Low
67.04,15.15,50.05,3.91,D,Steering_Mismatch,Low
0.57,97.66,-17.95,0.0,N,Sensor_Spoofing,Low
6.82,475.84,65.88,9.63,D,Steering_Mismatch,High
83.69,407.19,-22.6,0.0,D,Sensor_Spoofing,Medium
83.46,329.29,-1.99,0.0,D,Sensor_Spoofing,Medium
81.04,382.99,-4.83,21.93,N,Acceleration_Anomaly,Low
100.0,500.0,-12.21,8.23,D,Acceleration_Anomaly,High
76.13,338.51,-24.38,1.93,N,Acceleration_Anomaly,Medium
87.2,495.84,-26.9,8.42,D,Acceleration_Anomaly,Low
94.69,213.85,47.61,29.6,P,Steering_Mismatch,Medium
53.86,170.95,-4.58,0.0,P,Sensor_Spoofing,Low
94.07,380.89,10.99,4.08,P,Acceleration_Anomaly,Medium
57.84,488.84,53.11,9.42,D,Steering_Mismatch,Medium
77.39,200.8,17.25,0.0,D,Sensor_Spoofing,High
15.39,254.06,-19.46,0.0,D,Sensor_Spoofing,Low
57.69,421.85,55.46,18.57,D,Steering_Mismatch,Low
86.62,378.9,-15.76,0.0,P,Sensor_Spoofing,Medium
82.38,222.1,47.13,18.51,P,Steering_Mismatch,Medium
81.99,267.48,27.27,0.0,N,Sensor_Spoofing,Low
41.01,124.32,4.87,0.0,N,Sensor_Spoofing,High
100.0,500.0,1.04,7.66,R,Acceleration_Anomaly,High
72.88,359.56,24.82,0.0,D,Sensor_Spoofing,High
100.0,500.0,1.92,15.29,D,Acceleration_Anomaly,High
87.88,358.85,24.44,0.0,R,Sensor_Spoofing,Low
72.6,474.47,19.12,0.0,R,Sensor_Spoofing,Low
23.17,71.98,80.82,4.48,N,Steering_Mismatch,High
30.12,477.55,-10.72,0.0,R,Sensor_Spoofing,Medium
18.33,275.41,56.27,27.84,R,Steering_Mismatch,Low
13.45,21.87,34.26,16.13,D,Steering_Mismatch,Low
3.02,220.93,88.78,0.77,P,Steering_Mismatch,High
29.9,244.69,45.81,27.94,N,Steering_Mismatch,Medium
100.0,500.0,2.99,29.2,P,Acceleration_Anomaly,High
31.6,155.27,-7.77,0.0,P,Sensor_Spoofing,High
69.16,26.09,81.61,14.41,N,Steering_Mismatch,High
100.0,500.0,-7.44,17.75,D,Acceleration_Anomaly,High
23.94,103.63,64.03,18.42,D,Steering_Mismatch,High
93.35,364.1,-27.55,23.26,D,Acceleration_Anomaly,Medium
39.67,111.31,-19.88,0.0,R,Sensor_Spoofing,High
73.9,398.06,21.85,0.0,N,Sensor_Spoofing,High
72.47,110.47,-21.25,0.0,N,Sensor_Spoofing,Medium
77.72,1.44,-24.73,0.0,P,Sensor_Spoofing,Low
73.52,493.04,-0.49,14.51,P,Acceleration_Anomaly,Medium
90.84,151.34,-25.26,0.0,R,Sensor_Spoofing,Low
75.34,407.37,-29.48,0.0,P,Sensor_Spoofing,Low
1.62,305.67,-27.22,0.0,D,Sensor_Spoofing,Medium
25.1,375.36,-1.57,0.0,P,Sensor_Spoofing,Medium
100.0,500.0,13.08,6.9,P,Acceleration_Anomaly,High
11.66,444.13,6.77,0.0,R,Sensor_Spoofing,Low
76.94,170.16,-4.83,0.0,N,Sensor_Spoofing,Medium
28.78,103.37,57.14,28.34,R,Steering_Mismatch,Medium
75.34,402.57,-29.84,3.5,N,Acceleration_Anomaly,Medium
73.65,311.6,0.29,1.97,P,Acceleration_Anomaly,Medium
70.44,305.58,17.71,17.62,D,Acceleration_Anomaly,Medium
5.55,13.24,53.59,10.96,P,Steering_Mismatch,Medium
31.35,39.08,30.06,18.97,D,Steering_Mismatch,Low
7.58,121.57,62.8,12.65,P,Steering_Mismatch,High
73.71,387.59,26.86,21.4,N,Acceleration_Anomaly,Low
31.02,32.08,-4.5,0.0,P,Sensor_Spoofing,Medium
94.12,314.06,14.68,22.65,D,Acceleration_Anomaly,Medium
25.11,401.59,78.14,28.96,N,Steering_Mismatch,High
94.85,387.55,-14.3,11.2,R,Acceleration_Anomaly,Medium
19.17,394.58,40.73,27.33,N,Steering_Mismatch,Low
100.0,500.0,-16.41,16.69,D,Acceleration_Anomaly,High
100.0,500.0,5.65,18.59,D,Acceleration_Anomaly,High
56.63,356.33,47.77,22.05,N,Steering_Mismatch,Medium
59.55,197.16,45.7,21.13,P,Steering_Mismatch,Low
87.7,73.49,-19.21,0.0,N,Sensor_Spoofing,Low
80.16,421.99,23.4,4.73,D,Acceleration_Anomaly,Medium
75.71,430.38,18.71,24.08,N,Acceleration_Anomaly,Medium
66.28,386.71,31.6,17.5,P,Steering_Mismatch,Low
48.06,336.19,1.26,0.0,R,Sensor_Spoofing,High
51.68,114.13,-19.49,0.0,N,Sensor_Spoofing,Low
80.64,320.35,24.7,15.51,D,Acceleration_Anomaly,Medium
65.2,196.15,40.73,1.16,R,Steering_Mismatch,Medium
51.4,21.85,-26.03,0.0,P,Sensor_Spoofing,Low
91.14,312.1,21.79,11.21,N,Acceleration_Anomaly,Medium
72.22,225.18,31.51,7.49,N,Steering_Mismatch,Medium
26.14,301.9,-11.38,0.0,N,Sensor_Spoofing,Low
62.98,278.33,-2.25,0.0,D,Sensor_Spoofing,Low
75.34,338.55,2.88,5.77,D,Acceleration_Anomaly,Low
2.27,396.35,32.86,1.25,R,Steering_Mismatch,Low
98.78,348.81,33.13,4.33,N,Steering_Mismatch,Medium
56.02,459.01,-10.54,0.0,N,Sensor_Spoofing,Low
69.88,236.88,12.96,0.0,P,Sensor_Spoofing,High
34.0,71.09,-15.33,0.0,D,Sensor_Spoofing,Low
27.15,109.33,10.96,0.0,N,Sensor_Spoofing,Low
83.96,175.9,80.61,29.79,P,Steering_Mismatch,High
49.12,335.86,6.84,0.0,R,Sensor_Spoofing,Medium
100.0,500.0,-6.21,12.79,N,Acceleration_Anomaly,High
84.48,416.71,26.37,24.14,P,Acceleration_Anomaly,Low
97.13,351.8,-19.99,22.75,D,Acceleration_Anomaly,Medium
72.12,323.81,-11.13,12.59,R,Acceleration_Anomaly,Low
52.85,228.88,56.25,1.66,R,Steering_Mismatch,Medium
37.84,81.85,20.34,0.0,D,Sensor_Spoofing,Medium
97.26,472.32,44.49,24.14,R,Steering_Mismatch,Low
2.94,391.14,86.09,4.93,R,Steering_Mismatch,High
39.55,288.37,68.05,8.69,N,Steering_Mismatch,High
50.25,17.78,49.34,16.92,N,Steering_Mismatch,Medium
96.48,335.95,33.4,12.47,P,Steering_Mismatch,Medium
41.57,348.08,62.2,7.82,D,Steering_Mismatch,High
77.0,450.37,65.37,17.02,D,Steering_Mismatch,High
96.65,442.96,12.86,11.38,P,Acceleration_Anomaly,Medium
97.97,343.5,-0.75,15.3,P,Acceleration_Anomaly,Low
98.48,398.18,2.41,19.38,N,Acceleration_Anomaly,Medium
1.06,87.08,52.34,2.15,P,Steering_Mismatch,Medium
56.81,284.18,-22.02,0.0,N,Sensor_Spoofing,Medium
48.52,261.13,-27.79,0.0,R,Sensor_Spoofing,Low
35.28,196.92,43.43,14.75,P,Steering_Mismatch,Medium
97.63,498.36,2.87,8.84,N,Acceleration_Anomaly,Medium
7.46,132.22,-7.82,0.0,P,Sensor_Spoofing,High
91.13,300.32,-22.14,24.38,D,Acceleration_Anomaly,Medium
77.59,163.89,17.36,0.0,P,Sensor_Spoofing,Medium
69.21,381.21,36.34,26.44,N,Steering_Mismatch,Medium
23.77,218.08,59.35,20.15,P,Steering_Mismatch,Medium
7.38,418.66,89.48,0.04,N,Steering_Mismatch,High
63.06,48.32,42.09,10.42,D,Steering_Mismatch,Medium
84.56,411.85,-13.37,16.58,N,Acceleration_Anomaly,Low
60.62,86.46,47.78,20.98,D,Steering_Mismatch,Low
81.47,311.1,-18.19,4.66,R,Acceleration_Anomaly,Low
60.45,377.15,55.66,27.76,P,Steering_Mismatch,Low
96.43,411.03,-4.97,12.45,R,Acceleration_Anomaly,Low
77.61,230.53,-3.55,0.0,R,Sensor_Spoofing,Medium
97.72,372.08,6.96,7.93,N,Acceleration_Anomaly,Medium
86.01,301.57,88.91,23.83,R,Steering_Mismatch,High
87.11,346.49,24.32,27.03,R,Acceleration_Anomaly,Medium
49.87,445.98,46.71,13.6,R,Steering_Mismatch,Medium
83.68,256.13,73.52,18.44,N,Steering_Mismatch,High
80.81,328.49,7.67,29.06,N,Acceleration_Anomaly,Medium
38.76,170.0,-10.8,0.0,N,Sensor_Spoofing,Low
87.64,381.02,19.88,28.08,P,Acceleration_Anomaly,Medium
42.86,203.06,14.58,0.0,R,Sensor_Spoofing,Medium
63.62,252.65,29.15,0.0,N,Sensor_Spoofing,Medium
23.37,190.04,60.03,27.25,P,Steering_Mismatch,High
100.0,500.0,3.17,16.7,P,Acceleration_Anomaly,High
43.98,69.36,40.16,18.35,N,Steering_Mismatch,Medium
81.86,132.98,66.99,21.28,N,Steering_Mismatch,High
12.12,199.35,42.96,19.48,R,Steering_Mismatch,Medium
41.98,4.85,87.83,19.93,P,Steering_Mismatch,High
70.31,424.51,-26.01,0.0,R,Sensor_Spoofing,Medium
88.91,162.65,54.47,28.16,N,Steering_Mismatch,Medium
35.37,387.08,83.06,23.6,D,Steering_Mismatch,High
70.66,307.75,40.73,3.17,P,Steering_Mismatch,Low
76.31,498.17,12.41,0.0,N,Sensor_Spoofing,Medium
74.23,349.6,-17.56,6.66,N,Acceleration_Anomaly,Low
100.0,500.0,-4.93,23.19,D,Acceleration_Anomaly,High
47.36,496.15,-17.45,0.0,N,Sensor_Spoofing,Low
32.28,183.58,19.69,0.0,N,Sensor_Spoofing,High
100.0,500.0,16.59,26.92,D,Acceleration_Anomaly,High
91.02,119.93,48.97,18.96,R,Steering_Mismatch,Low
100.0,500.0,-15.63,15.69,P,Acceleration_Anomaly,High
88.79,326.6,3.29,1.78,N,Acceleration_Anomaly,Medium
32.08,13.79,28.95,0.0,N,Sensor_Spoofing,Medium
100.0,500.0,-4.43,1.25,D,Acceleration_Anomaly,High
98.81,71.73,22.85,0.0,P,Sensor_Spoofing,High
85.08,401.49,8.14,27.52,P,Acceleration_Anomaly,Medium
82.3,259.72,80.58,9.34,R,Steering_Mismatch,High
38.13,442.2,-26.4,0.0,N,Sensor_Spoofing,High
76.42,450.82,4.3,24.77,D,Acceleration_Anomaly,Medium
34.2,398.32,-19.2,0.0,R,Sensor_Spoofing,Low
43.93,223.98,-14.3,0.0,D,Sensor_Spoofing,High
61.35,151.72,75.09,13.4,P,Steering_Mismatch,High
51.29,115.83,52.15,24.18,P,Steering_Mismatch,Medium
93.2,124.57,49.96,0.21,R,Steering_Mismatch,Low
100.0,500.0,-14.45,18.57,P,Acceleration_Anomaly,High
11.23,339.6,59.83,14.16,R,Steering_Mismatch,Low
79.47,344.34,-18.63,29.84,R,Acceleration_Anomaly,Medium
19.12,37.01,-26.17,0.0,P,Sensor_Spoofing,High
92.86,490.71,9.01,14.4,D,Acceleration_Anomaly,Medium
53.86,105.19,-21.27,0.0,N,Sensor_Spoofing,High
100.0,500.0,14.0,10.83,P,Acceleration_Anomaly,High
51.99,319.2,11.29,0.0,P,Sensor_Spoofing,Low
96.41,402.97,-0.46,15.19,N,Acceleration_Anomaly,Low
65.75,223.48,-0.63,0.0,R,Sensor_Spoofing,Medium
70.98,306.78,-16.39,24.87,D,Acceleration_Anomaly,Medium
15.61,336.44,11.24,0.0,D,Sensor_Spoofing,Medium
72.58,307.31,-15.73,10.91,D,Acceleration_Anomaly,Medium
39.42,164.42,44.32,21.83,R,Steering_Mismatch,Low
49.66,441.53,-6.95,0.0,R,Sensor_Spoofing,Low
100.0,500.0,4.39,26.61,N,Acceleration_Anomaly,High
100.0,500.0,25.36,5.61,N,Acceleration_Anomaly,High
69.39,258.66,-28.98,0.0,P,Sensor_Spoofing,Medium
24.46,171.78,68.73,21.08,N,Steering_Mismatch,High
9.55,413.58,52.4,15.65,P,Steering_Mismatch,Low
100.0,500.0,-11.6,21.98,P,Acceleration_Anomaly,High
91.21,466.63,-11.24,22.94,P,Acceleration_Anomaly,Medium
34.55,409.05,-17.19,0.0,D,Sensor_Spoofing,Low
18.11,472.02,55.29,18.28,D,Steering_Mismatch,Medium
100.0,500.0,-25.99,10.87,P,Acceleration_Anomaly,High
90.81,91.32,15.21,0.0,R,Sensor_Spoofing,Low
20.47,400.41,31.69,8.64,P,Steering_Mismatch,Low
88.85,370.01,29.14,0.0,R,Sensor_Spoofing,Medium
75.4,106.63,26.57,0.0,N,Sensor_Spoofing,Medium
82.06,372.36,-3.12,12.08,N,Acceleration_Anomaly,Low
95.17,188.35,62.24,5.85,N,Steering_Mismatch,High
34.36,395.97,-20.68,0.0,P,Sensor_Spoofing,High
100.0,500.0,29.05,27.89,P,Acceleration_Anomaly,High
44.11,36.93,6.54,0.0,N,Sensor_Spoofing,High
78.33,312.5,-4.8,12.87,R,Acceleration_Anomaly,Medium
100.0,500.0,6.53,13.33,D,Acceleration_Anomaly,High
100.0,500.0,-15.09,19.99,P,Acceleration_Anomaly,High
93.23,495.73,77.77,1.52,P,Steering_Mismatch,High
9.1,8.69,47.98,29.15,P,Steering_Mismatch,Medium
100.0,500.0,29.57,9.2,N,Acceleration_Anomaly,High
84.0,488.41,57.77,26.51,D,Steering_Mismatch,Low
82.31,235.57,35.34,1.25,D,Steering_Mismatch,Low
33.24,1.15,86.85,26.24,N,Steering_Mismatch,High
13.4,205.03,45.71,0.35,R,Steering_Mismatch,Low
92.78,89.92,63.1,12.71,D,Steering_Mismatch,High
42.14,155.92,-1.18,0.0,N,Sensor_Spoofing,Medium
100.0,500.0,-11.41,13.79,D,Acceleration_Anomaly,High
100.0,500.0,7.74,1.84,P,Acceleration_Anomaly,High
100.0,500.0,-23.09,15.86,R,Acceleration_Anomaly,High
81.22,310.64,29.95,17.07,D,Acceleration_Anomaly,Medium
14.49,332.0,87.88,25.36,R,Steering_Mismatch,High
98.35,425.98,54.17,21.65,P,Steering_Mismatch,Low
89.86,467.57,-13.23,19.15,D,Acceleration_Anomaly,Medium
30.39,229.62,-1.59,0.0,N,Sensor_Spoofing,Medium
100.0,500.0,-19.99,2.96,N,Acceleration_Anomaly,High
66.78,19.06,87.88,27.45,R,Steering_Mismatch,High
13.25,460.23,6.85,0.0,P,Sensor_Spoofing,Medium
67.59,350.02,22.01,0.0,R,Sensor_Spoofing,Medium
97.98,275.7,0.2,0.0,D,Sensor_Spoofing,Low
98.18,272.13,86.2,28.1,R,Steering_Mismatch,High
70.7,54.83,16.5,0.0,R,Sensor_Spoofing,Low
91.58,356.69,-19.59,23.89,D,Acceleration_Anomaly,Medium
79.69,386.94,15.28,28.3,N,Acceleration_Anomaly,Medium
75.03,145.53,53.3,21.12,N,Steering_Mismatch,Medium
1.29,267.31,-22.07,0.0,D,Sensor_Spoofing,Low
99.53,444.47,-4.09,14.74,D,Acceleration_Anomaly,Low
100.0,500.0,7.06,24.04,D,Acceleration_Anomaly,High
87.07,340.78,-27.81,5.64,N,Acceleration_Anomaly,Low
22.12,357.18,4.77,0.0,P,Sensor_Spoofing,Medium
78.39,347.33,-28.0,7.41,P,Acceleration_Anomaly,Low
73.27,328.11,-5.2,28.85,R,Acceleration_Anomaly,Low
88.33,445.99,-6.74,14.01,N,Acceleration_Anomaly,Low
82.54,368.09,3.56,1.75,D,Acceleration_Anomaly,Low
94.28,309.44,16.4,0.0,P,Sensor_Spoofing,High
72.02,471.3,8.12,26.31,D,Acceleration_Anomaly,Medium
62.15,133.66,21.99,0.0,N,Sensor_Spoofing,Low
91.48,400.43,49.29,2.58,D,Steering_Mismatch,Medium
100.0,500.0,-9.5,23.96,D,Acceleration_Anomaly,High
76.88,453.47,5.75,0.0,R,Sensor_Spoofing,Medium
86.43,391.2,2.2,4.78,R,Acceleration_Anomaly,Medium
37.09,125.48,40.26,9.75,N,Steering_Mismatch,Medium
74.65,401.01,39.64,22.33,D,Steering_Mismatch,Medium
10.0,233.03,16.96,0.0,R,Sensor_Spoofing,Medium
39.66,103.54,-26.91,0.0,D,Sensor_Spoofing,Medium
34.49,468.52,25.47,0.0,P,Sensor_Spoofing,Low
71.93,116.84,28.99,0.0,R,Sensor_Spoofing,High
0.7,116.92,41.83,5.96,R,Steering_Mismatch,Low
99.7,325.85,-23.85,11.0,R,Acceleration_Anomaly,Medium
38.01,134.1,2.33,0.0,P,Sensor_Spoofing,Low
44.45,425.36,46.7,18.52,P,Steering_Mismatch,Medium
80.86,339.52,-9.87,10.02,R,Acceleration_Anomaly,Medium
21.91,205.85,65.56,5.07,N,Steering_Mismatch,High
71.46,389.78,73.89,25.56,R,Steering_Mismatch,High
55.7,337.89,4.36,0.0,N,Sensor_Spoofing,Low
100.0,500.0,-21.19,2.51,N,Acceleration_Anomaly,High
72.28,442.32,25.0,11.39,N,Acceleration_Anomaly,Low
89.55,176.69,29.84,0.0,R,Sensor_Spoofing,Low
100.0,500.0,-0.1,24.57,N,Acceleration_Anomaly,High
75.77,173.71,47.2,6.98,D,Steering_Mismatch,Medium
95.17,460.28,23.03,27.08,D,Acceleration_Anomaly,Medium
47.91,31.02,16.82,0.0,P,Sensor_Spoofing,Low
0.7,323.7,36.2,23.5,P,Steering_Mismatch,Medium
28.65,18.04,-20.63,0.0,N,Sensor_Spoofing,High
98.24,321.28,9.78,0.0,D,Sensor_Spoofing,Low
82.54,495.37,-28.47,22.4,D,Acceleration_Anomaly,Low
71.49,327.5,-20.72,0.0,D,Sensor_Spoofing,Low
73.13,430.19,24.2,13.25,P,Acceleration_Anomaly,Medium
38.64,138.64,29.87,0.0,R,Sensor_Spoofing,Medium
1.91,439.75,53.32,9.32,R,Steering_Mismatch,Medium
81.04,335.37,19.28,0.0,R,Sensor_Spoofing,High
99.81,121.51,-24.44,0.0,N,Sensor_Spoofing,Low
100.0,500.0,15.42,8.58,P,Acceleration_Anomaly,High
100.0,500.0,18.04,24.57,N,Acceleration_Anomaly,High
100.0,500.0,-9.88,3.31,P,Acceleration_Anomaly,High
86.98,294.25,31.25,5.95,P,Steering_Mismatch,Low
58.22,382.54,5.38,0.0,P,Sensor_Spoofing,High
85.0,442.69,-21.58,28.17,D,Acceleration_Anomaly,Medium
84.52,165.36,15.39,0.0,D,Sensor_Spoofing,High
88.98,304.92,30.6,0.05,P,Steering_Mismatch,Low
90.76,394.61,28.91,0.82,D,Acceleration_Anomaly,Medium
100.0,500.0,-0.05,29.94,R,Acceleration_Anomaly,High
61.91,224.61,81.54,13.82,N,Steering_Mismatch,High
33.77,94.32,-7.71,0.0,P,Sensor_Spoofing,Low
94.36,123.46,51.85,15.4,N,Steering_Mismatch,Medium
51.22,398.05,18.84,0.0,R,Sensor_Spoofing,Medium
73.4,126.09,53.44,2.62,P,Steering_Mismatch,Medium
100.0,500.0,29.26,10.3,R,Acceleration_Anomaly,High
15.63,447.28,5.0,0.0,N,Sensor_Spoofing,Medium
71.08,20.71,44.76,5.95,P,Steering_Mismatch,Medium
1.29,472.84,48.59,24.68,R,Steering_Mismatch,Medium
57.35,425.74,57.23,24.93,R,Steering_Mismatch,Medium
91.0,333.27,-8.86,3.97,D,Acceleration_Anomaly,Low
72.16,440.1,-1.31,19.94,P,Acceleration_Anomaly,Low
100.0,500.0,27.14,24.28,D,Acceleration_Anomaly,High
97.27,492.46,-26.79,7.42,N,Acceleration_Anomaly,Low
87.03,408.02,42.45,17.45,D,Steering_Mismatch,Low
78.66,402.1,-21.52,21.68,P,Acceleration_Anomaly,Medium
16.9,282.31,-22.35,0.0,N,Sensor_Spoofing,High
59.27,280.35,77.4,0.36,R,Steering_Mismatch,High
71.76,373.72,-12.83,0.0,R,Sensor_Spoofing,High
90.82,126.21,33.76,8.32,R,Steering_Mismatch,Medium
25.04,119.25,10.52,0.0,N,Sensor_Spoofing,Medium
51.9,355.14,88.71,19.09,N,Steering_Mismatch,High
22.17,117.04,-28.73,0.0,R,Sensor_Spoofing,Medium
76.18,494.18,6.37,24.5,N,Acceleration_Anomaly,Medium
79.44,388.15,24.19,14.92,D,Acceleration_Anomaly,Low
100.0,500.0,-23.55,10.48,P,Acceleration_Anomaly,High
72.99,349.37,1.9,14.43,D,Acceleration_Anomaly,Medium
68.97,130.55,1.11,0.0,P,Sensor_Spoofing,Low
74.65,464.49,-4.37,0.0,P,Sensor_Spoofing,High
100.0,500.0,-20.79,26.59,D,Acceleration_Anomaly,High
63.04,320.81,87.44,15.57,P,Steering_Mismatch,High
86.63,491.12,-24.09,28.08,N,Acceleration_Anomaly,Low
32.32,115.64,37.47,2.75,R,Steering_Mismatch,Low
57.05,296.03,-7.79,0.0,P,Sensor_Spoofing,Medium
8.53,8.24,-1.73,0.0,P,Sensor_Spoofing,Medium
72.97,441.18,-25.54,11.69,P,Acceleration_Anomaly,Medium
89.18,454.41,24.37,2.7,D,Acceleration_Anomaly,Medium
100.0,500.0,27.78,23.39,D,Acceleration_Anomaly,High
94.92,100.58,46.07,27.26,D,Steering_Mismatch,Low
1.78,52.71,-0.48,0.0,R,Sensor_Spoofing,Low
92.96,487.43,25.11,19.53,P,Acceleration_Anomaly,Low
16.82,476.91,-24.19,0.0,R,Sensor_Spoofing,High
86.08,480.58,-6.13,15.64,D,Acceleration_Anomaly,Medium
100.0,500.0,21.6,13.98,N,Acceleration_Anomaly,High
15.16,477.11,5.22,0.0,R,Sensor_Spoofing,Medium
67.15,119.3,67.14,15.47,N,Steering_Mismatch,High
98.85,106.21,4.43,0.0,P,Sensor_Spoofing,Medium
73.53,71.08,58.12,22.22,N,Steering_Mismatch,Low
51.24,487.63,83.02,18.08,R,Steering_Mismatch,High
74.04,9.53,47.66,9.7,R,Steering_Mismatch,Low
61.38,429.53,-2.68,0.0,R,Sensor_Spoofing,Low
26.61,483.55,51.76,22.0,N,Steering_Mismatch,Low
27.02,86.99,28.73,0.0,N,Sensor_Spoofing,Low
10.96,124.26,-1.45,0.0,P,Sensor_Spoofing,Low
18.06,83.44,33.91,3.11,P,Steering_Mismatch,Low
90.33,383.58,-14.44,14.88,N,Acceleration_Anomaly,Low
53.06,466.66,4.68,0.0,R,Sensor_Spoofing,Medium
75.1,448.79,11.07,5.47,N,Acceleration_Anomaly,Low
99.14,447.16,3.35,0.0,R,Sensor_Spoofing,Medium
91.56,484.23,2.97,12.63,D,Acceleration_Anomaly,Medium
22.39,219.97,62.46,26.29,P,Steering_Mismatch,High
100.0,500.0,18.82,22.9,P,Acceleration_Anomaly,High
77.15,447.59,6.79,3.75,R,Acceleration_Anomaly,Low
71.88,404.29,-2.3,5.87,D,Acceleration_Anomaly,Low
61.72,191.21,12.9,0.0,P,Sensor_Spoofing,High
38.67,1.42,68.49,4.23,R,Steering_Mismatch,High
70.18,394.33,-19.73,23.33,N,Acceleration_Anomaly,Medium
45.42,151.24,8.5,0.0,D,Sensor_Spoofing,High
99.6,443.37,-6.02,0.0,D,Sensor_Spoofing,Low
47.07,238.26,54.47,14.37,N,Steering_Mismatch,Medium
89.81,499.66,38.69,4.32,R,Steering_Mismatch,Medium
6.21,396.08,34.92,21.32,N,Steering_Mismatch,Medium
71.08,422.61,51.81,10.61,D,Steering_Mismatch,Medium
20.86,446.56,6.26,0.0,P,Sensor_Spoofing,Medium
76.08,435.36,-10.46,0.0,D,Sensor_Spoofing,Medium
40.98,27.18,29.8,0.0,P,Sensor_Spoofing,High
46.1,100.69,71.34,7.93,D,Steering_Mismatch,High
43.47,199.24,58.6,16.45,D,Steering_Mismatch,Low
88.41,334.83,15.57,0.69,P,Acceleration_Anomaly,Medium
73.99,143.99,8.43,0.0,R,Sensor_Spoofing,High
100.0,500.0,17.78,24.79,N,Acceleration_Anomaly,High
100.0,500.0,-7.78,5.83,N,Acceleration_Anomaly,High
90.23,436.48,17.9,12.17,N,Acceleration_Anomaly,Low
86.4,128.52,4.7,0.0,R,Sensor_Spoofing,Low
75.69,329.0,-21.93,20.38,N,Acceleration_Anomaly,Medium
72.2,315.18,-0.93,0.1,D,Acceleration_Anomaly,Medium
2.9,367.42,34.69,26.29,D,Steering_Mismatch,Low
85.39,445.18,8.04,2.14,D,Acceleration_Anomaly,Medium
32.42,444.7,46.57,27.86,N,Steering_Mismatch,Low
100.0,500.0,-12.74,2.85,P,Acceleration_Anomaly,High
36.9,495.69,75.72,26.13,D,Steering_Mismatch,High
90.48,432.89,-21.02,10.53,N,Acceleration_Anomaly,Low
