X,Y,Z,Intensity,Threat_Type,Attack_Severity
-53.64164583418775,-38.14450369435281,-1.655,26.459,spoofing,Low
-43.65234029599189,-21.484506827217647,-0.9433118096061639,189.183,jamming,Medium
11.485,-8.347,-0.919,109.4795,intensity_manipulation,Low
25.124142470674986,-17.801664551241664,-0.17523408585007605,246.395,jamming,Medium
29.454162337563382,2.305705309435538,-2.454,201.428,spoofing,High
-29.662,18.361,1.62,255.0,intensity_manipulation,High
-25.04552074241326,-23.11546427844847,-3.001,87.776,spoofing,High
47.103,39.585,-2.999,182.334,intensity_manipulation,Medium
-20.29720647506692,-45.197041101763,4.413048778393151,37.986,jamming,High
10.158,-42.89,-2.365,255.0,intensity_manipulation,High
-26.75649830451202,20.430922564879804,-2.364759897242733,207.413,jamming,Low
-37.508,-34.615,0.651,104.238,intensity_manipulation,Medium
4.603156768427988,52.71262512752211,0.634,179.093,spoofing,High
53.18182643283873,-65.45717711921306,-4.312,94.113,spoofing,High
13.560394098377259,-26.144269545737778,-3.882,98.35,spoofing,High
-20.918219871122187,2.2316767351587465,3.807549791923535,115.315,jamming,High
43.268,21.76,-1.376,255.0,intensity_manipulation,Medium
36.938,-17.938,0.473,73.0435,intensity_manipulation,Low
-45.846,19.526,4.34,20.6795,intensity_manipulation,Low
-35.138975824334594,-14.730845453049891,3.457,22.094,spoofing,Low
-0.3929659769502019,-38.92797967399287,4.52,241.403,spoofing,Medium
-15.7043016590906,-38.688564283968645,2.4228061559689524,147.891,jamming,High
24.65771216733961,3.0458884871531824,4.638,15.378,spoofing,High
3.575,18.64,2.652,255.0,intensity_manipulation,Medium
8.800711150595474,-41.74485991649443,1.392544398545557,116.702,jamming,Medium
29.898,-43.092,-2.09,82.115,intensity_manipulation,Low
-14.455272988205746,-36.94449740866344,-2.898,67.355,spoofing,Low
-36.579503930332564,28.31944165454583,3.586,106.582,spoofing,High
53.28392559988253,-6.611020402249842,8.617378712811988,113.974,jamming,High
18.42726896898973,13.794424724403342,-5.008229012706222,123.281,jamming,Low
1.3562423596582693,-5.7737711287071525,1.3366553909500687,77.293,jamming,Medium
-25.1327055619453,2.906367999921077,-4.752,159.75,spoofing,Medium
-12.298043561764915,-8.294886069130627,0.9966657906207339,32.596,jamming,Low
-21.86449591636059,-42.345156103778116,-0.3849629371543308,70.599,jamming,Low
11.507835782446536,-5.138874336426604,1.795,151.81,spoofing,Low
-18.779720972682078,-13.152742848519914,0.548,82.438,spoofing,Low
-12.281646106456495,48.308820464988905,-4.377,186.115,spoofing,Medium
-22.974,-31.001,3.3,61.552,intensity_manipulation,Low
-12.200437481569203,35.64180865583539,2.639601618508825,93.743,jamming,Medium
48.959,-2.787,1.15,3.66,intensity_manipulation,Low
37.55170450519934,-32.662410481155305,1.555,253.841,spoofing,High
17.50526798861948,-17.268063574746154,-1.5342383013679828,123.981,jamming,Medium
-45.4148784687457,-27.811709050279944,2.100392438409535,156.983,jamming,Low
24.934277198047987,-15.812421642150404,-0.2106106461094781,129.412,jamming,Medium
24.828,46.433,-2.131,255.0,intensity_manipulation,High
-40.862,49.514,3.489,255.0,intensity_manipulation,Medium
49.248,17.091,-1.67,255.0,intensity_manipulation,Medium
-4.04485494968751,-42.4855757726738,1.669,165.625,spoofing,Medium
-38.998173093199526,-11.093272497651423,2.16,47.104,spoofing,High
6.547,-11.129,2.437,20.442,intensity_manipulation,Medium
31.877884620804554,-7.994560025489972,-1.2061655928116806,180.531,jamming,High
-46.705,21.981,2.823,65.044,intensity_manipulation,Medium
-21.268240572306407,3.4993944654133866,4.928,128.162,spoofing,Medium
45.26342467212383,-43.52095088000406,1.6747443218135627,51.29,jamming,Medium
6.936861584166939,7.378188239944739,0.016,24.392,spoofing,Low
-52.02825095608085,41.77287698165027,-4.152046747308193,224.691,jamming,Medium
-14.27471041251718,-15.252652343170002,-1.2942949231305705,50.709,jamming,Medium
34.80970381285945,-39.64909492230481,-4.275,94.419,spoofing,Low
38.82202758055738,-56.27431766421667,2.47,51.451,spoofing,High
6.935,-30.837,-1.241,102.98,intensity_manipulation,High
26.52190172527275,51.99321177333952,0.474,96.444,spoofing,Low
23.299,49.242,4.893,144.764,intensity_manipulation,Medium
-60.84452632500741,-61.5214098648908,6.82986004013514,112.215,jamming,High
-16.207107159540406,-15.797556093839425,-2.833,117.365,spoofing,Low
-45.66337275327571,-12.59052035099102,-0.697,140.287,spoofing,Medium
-31.844,-3.703,0.505,93.9915,intensity_manipulation,Low
27.154692540555953,-1.9566231845238993,-2.7457022633772405,45.961,jamming,Low
-3.5886855747707185,-14.836414161374408,-5.6439512926789215,27.585,jamming,Medium
-48.262753737819885,-41.13713528129266,-3.4802672542219026,181.192,jamming,High
36.318157353776925,-4.359538074014225,-11.22790012093662,11.372,jamming,High
-45.026,-20.685,-2.914,255.0,intensity_manipulation,High
-47.945,49.997,3.891,235.22,intensity_manipulation,Medium
23.33009392776247,-4.099564843735608,2.9659184298716377,82.264,jamming,High
6.225,-3.25,0.428,168.026,intensity_manipulation,Medium
22.435,20.739,-3.692,255.0,intensity_manipulation,High
37.83660262646639,-48.75036738735331,-0.1088558243129264,197.848,jamming,Medium
-36.23135869046504,-51.097439191218086,-2.6263998098646884,165.399,jamming,Medium
33.41803588247961,-20.491025551448267,2.406282716863353,216.55,jamming,Low
49.823390357934976,-5.082457171713475,-4.266,231.069,spoofing,Low
16.373,-24.429,4.357,167.988,intensity_manipulation,Medium
-9.444755099290788,17.796892688447116,-0.155689371242409,184.414,jamming,Medium
28.007782484926157,15.005044366970086,0.251,111.422,spoofing,Low
-3.0216900752829563,29.589464152373587,2.9176226466189985,124.646,jamming,Low
5.5438328285995295,-19.44776657332617,-0.336,175.246,spoofing,Low
-12.878850624995367,51.52700184728428,4.654,181.846,spoofing,Low
-47.82341677988772,19.20191373750198,1.868770981064908,176.241,jamming,Medium
22.349,-26.197,3.515,88.5585,intensity_manipulation,Low
-31.74487485031211,-37.79209809202469,-1.8166416680436994,127.046,jamming,Medium
-38.86560104585098,-10.648037926593814,-2.568,196.787,spoofing,High
26.639097356440264,-17.810839277616218,0.764,21.718,spoofing,Low
32.459,3.404,3.765,3.422,intensity_manipulation,Low
35.168264848981536,4.803288323421195,3.416,201.052,spoofing,Low
46.371507894241944,-14.843571189259944,4.732,230.886,spoofing,Low
46.268,37.342,-1.339,255.0,intensity_manipulation,Medium
-34.61609971152648,42.42581078503049,-3.618,28.495,spoofing,Medium
-11.184725853776202,38.07590791977647,-5.234241585203511,88.451,jamming,Medium
-55.616293117056856,19.39472457988469,2.587593751024674,13.21,jamming,Medium
-20.47054505709036,-58.465096125271934,-4.781,135.414,spoofing,High
31.862502918041567,36.65094606178165,-4.013985944738219,173.875,jamming,Low
-43.241812029628434,2.7308469371797575,4.791,108.979,spoofing,Low
53.68233954753912,-16.315935036351046,-1.512,1.14,spoofing,Medium
10.918957941632796,39.92940645997892,-10.010564361293891,12.56,jamming,Medium
-49.194,-34.581,-4.738,5.472,intensity_manipulation,Low
11.065,19.205,-3.708,230.97000000000003,intensity_manipulation,High
21.147,-42.545,4.48,31.4,intensity_manipulation,Medium
34.368,22.644,3.337,255.0,intensity_manipulation,Medium
34.684951237351086,-16.066938617058746,2.1,9.003,spoofing,Medium
-36.64430610515329,-39.7891131579068,0.447,222.547,spoofing,Medium
42.7398004724486,-26.281056418205026,3.61377089043378,193.771,jamming,Low
-12.770295784009518,-7.523028526963083,2.381515616538832,228.338,jamming,Low
-35.38947919938584,-43.385536726988654,2.344620956105085,171.88,jamming,Low
43.780404013743535,13.923173407356721,-0.349,152.302,spoofing,Medium
-38.992,-16.215,-3.273,171.79500000000002,intensity_manipulation,High
-41.192926777617394,42.76906453170386,4.748,101.891,spoofing,Medium
13.704861543301051,54.216690395988714,0.8175398239019376,68.852,jamming,Medium
49.18,20.324,-2.592,255.0,intensity_manipulation,High
39.025,-35.058,4.972,255.0,intensity_manipulation,High
38.602,-3.96,0.734,255.0,intensity_manipulation,Medium
23.647398093356692,57.95252405361281,3.952,211.171,spoofing,Medium
27.238945160283855,-49.89976800720289,0.9009751659325267,254.875,jamming,Low
-51.50650725727904,24.533525670924057,3.872,52.368,spoofing,High
-6.583081956595353,-30.721183044563872,-0.6127530751478787,191.409,jamming,Medium
-9.507426708831947,55.67994822792318,-4.519846653000677,17.502,jamming,Medium
-49.64972679188778,-16.935075573422807,-0.138,56.957,spoofing,High
-43.713,13.21,-3.739,255.0,intensity_manipulation,High
-6.432,11.376,-4.658,67.8985,intensity_manipulation,Low
-44.3388480158189,2.5527270387359278,-1.223238931760337,251.096,jamming,Low
-0.9438339663684339,42.2172721630416,-3.516673842192686,88.749,jamming,Medium
29.768328700773036,-29.881821334230118,-5.971621850844741,222.385,jamming,Medium
-48.657,14.591,-2.718,156.298,intensity_manipulation,Medium
58.61621051542653,-8.784419344287658,3.699,108.775,spoofing,High
-18.471,-35.499,-0.881,255.0,intensity_manipulation,Medium
-25.07494814007005,6.220600006875527,2.471,132.208,spoofing,Medium
45.994882587219095,-13.04391027806747,-4.327,78.176,spoofing,Low
-30.093,-41.436,-4.007,255.0,intensity_manipulation,High
-24.211,9.954,0.553,1.057,intensity_manipulation,Low
-20.772,-49.438,2.938,82.282,intensity_manipulation,Medium
48.261,4.426,-3.112,32.7045,intensity_manipulation,Low
23.617,-45.283,-2.67,14.435,intensity_manipulation,High
45.537,40.444,-1.515,145.83,intensity_manipulation,High
5.746037672962817,-27.265785538587398,3.307433554140017,171.97,jamming,Low
12.582,32.056,-1.519,255.0,intensity_manipulation,Medium
-21.863559347424143,-34.334767763766905,-3.698673843061015,46.834,jamming,Medium
-41.01535698733075,23.820621685213517,-2.6649602782648114,120.691,jamming,Medium
21.997,-38.115,-2.777,255.0,intensity_manipulation,High
30.47,-30.564,2.38,255.0,intensity_manipulation,Medium
21.411413351698883,50.828644098776934,-3.396,104.77,spoofing,Low
-15.418,47.362,2.222,255.0,intensity_manipulation,High
24.43731608696975,42.19078251230486,3.059833803552181,122.876,jamming,Low
33.61757816920908,32.975647774313195,0.326,41.736,spoofing,High
-32.55238081718615,-42.596909375124504,-1.399,132.828,spoofing,Low
26.273,-22.185,2.421,255.0,intensity_manipulation,Medium
3.391,21.755,4.879,255.0,intensity_manipulation,High
-21.14363899284507,36.65127659393527,2.863,101.451,spoofing,Medium
-19.425,-24.665,-1.801,255.0,intensity_manipulation,Medium
27.372,41.801,4.909,255.0,intensity_manipulation,High
2.0606082603311844,26.348473191821608,-4.541,180.476,spoofing,Low
39.28680795420701,32.88611774462445,4.136,162.593,spoofing,Low
-24.061494604734275,-12.077279972323737,7.293300098556804,84.949,jamming,Medium
36.03227518435083,-3.3912166897484988,-1.69,170.58,spoofing,Low
21.356,-2.986,-0.664,13.468,intensity_manipulation,Medium
-2.805721983232143,9.289389488477521,2.106,174.603,spoofing,Low
-45.80408624705281,-19.95779195650894,2.5537193146745256,12.65,jamming,High
-3.881,-29.276,-4.856,108.535,intensity_manipulation,High
7.3107790103044055,-3.6036077741172834,-4.0075270124127105,158.17,jamming,High
-20.682812019435346,19.376406963759646,4.143383460934937,27.86,jamming,Medium
20.82447462685296,-25.679684222824346,-1.1896209900713222,137.513,jamming,High
-9.653,-35.971,-0.088,246.034,intensity_manipulation,Medium
-28.717,-10.829,-4.148,255.0,intensity_manipulation,Medium
-22.941469025372257,-37.42410078421738,-0.432,165.68,spoofing,Low
3.751,-27.559,1.272,205.804,intensity_manipulation,Medium
-39.8178861683202,29.174394498017637,1.7266775289841894,209.607,jamming,Medium
54.74789686967074,-24.521268488203788,-0.9289404891339919,121.085,jamming,High
15.24504441398384,-52.3881383458656,1.629,27.618,spoofing,Low
16.490277619069452,13.348948281645896,1.23,192.738,spoofing,Medium
-36.77457618301827,-34.13336995666715,6.3863010325837255,12.426,jamming,High
-6.469,-3.543,-1.537,255.0,intensity_manipulation,Medium
-17.805,-31.82,-2.886,34.61,intensity_manipulation,Medium
-47.936,6.133,1.404,5.444,intensity_manipulation,Low
-2.890159774704948,25.824802740440262,2.905,244.68,spoofing,Low
-16.758961139701295,-13.594275100253624,2.411766798820243,208.247,jamming,Low
62.046082783913945,25.604416118728643,-3.948,124.716,spoofing,High
45.07847728824003,-5.494629443445463,2.094,195.042,spoofing,Low
18.279021089053288,47.89786871304493,-0.128,177.555,spoofing,Low
5.4900088358700145,2.348041171457979,-2.698,54.501,spoofing,Low
43.586327930808196,19.318619517724645,-3.445,143.952,spoofing,High
-44.209,31.724,4.959,69.994,intensity_manipulation,Low
5.006250796282451,42.99689984015665,-0.362,23.156,spoofing,Low
-6.658699521381552,51.35258066063317,-3.301,99.951,spoofing,Medium
-44.63016549899715,8.678481638236645,0.987,203.922,spoofing,Medium
-32.262,-40.915,-1.014,255.0,intensity_manipulation,Medium
-39.369,7.303,-0.867,255.0,intensity_manipulation,Medium
-6.0578783815442225,37.52566541583278,2.211,76.706,spoofing,Medium
2.5419314331897063,53.9607743166936,-6.014932749809354,87.273,jamming,Medium
-27.124501081844286,50.39964849713009,-0.08212925637993873,28.335,jamming,Medium
-56.60426254048477,-39.97981621561621,-4.507,213.666,spoofing,Medium
-17.79294993765248,12.283451313771467,-4.854566555920157,196.207,jamming,Medium
-23.295480219525842,34.97941653461841,1.248,253.783,spoofing,Medium
-2.2227989198674205,27.745686053988926,-2.873166573993964,233.881,jamming,High
-46.618591878778986,31.459604011032365,2.2833365779130017,41.295,jamming,Medium
-35.06022695229753,6.874170967384688,3.576,13.817,spoofing,Medium
30.27997787739771,-45.6141478613102,-3.242,65.919,spoofing,Low
21.413231509941472,-48.43861454653337,-4.096,151.951,spoofing,High
-2.854002937818535,4.8758699947979345,1.093,8.879,spoofing,High
-18.994,-16.727,-1.386,255.0,intensity_manipulation,High
-23.260680956724308,41.76713958167983,-1.909,225.344,spoofing,High
6.371,32.141,-2.564,61.754,intensity_manipulation,Low
-9.0403520840649,-7.384460482024947,10.739784434218562,102.287,jamming,High
-12.67283740495238,-33.32830316149247,-0.131,136.355,spoofing,Low
-11.182751579691459,11.701952054459838,4.747,198.512,spoofing,Low
-61.46524858969097,13.490487460399478,4.05,41.654,spoofing,Medium
2.8006948299359693,-39.72956800491282,0.782,14.31,spoofing,High
-5.775180844370034,0.17777924891821506,-4.266518472591301,248.941,jamming,High
-21.884,-25.03,3.704,152.968,intensity_manipulation,Medium
-11.544,-41.739,-0.744,255.0,intensity_manipulation,Medium
28.38540508908586,5.6593938991411505,-1.209927932582799,210.64,jamming,Medium
69.05837830641187,1.715594951456339,-4.276,149.561,spoofing,Medium
28.600353257481714,-15.196605406579268,3.497,26.321,spoofing,Medium
31.97511986333216,-29.35966112394592,-1.1817000689711747,78.73,jamming,High
-23.744,27.713,4.132,81.545,intensity_manipulation,Low
-25.77222650480497,49.17601324724532,1.4748465815377045,114.358,jamming,Low
1.0423258723172584,-14.041120742329102,1.8727420589021948,94.336,jamming,Medium
-17.772,36.618,4.219,111.095,intensity_manipulation,High
36.89173859576036,15.219048671706734,-1.9316466006103967,32.866,jamming,Medium
44.26749144037126,33.55983431575397,1.5775985152838763,27.309,jamming,Low
-56.595081350874054,0.5793833859667963,-2.707,117.838,spoofing,Medium
-26.33202025354667,8.041344127388301,-4.678,22.299,spoofing,Low
-35.855938330070785,40.835899921870784,2.761713206226222,162.102,jamming,Medium
26.19556282333261,0.9187178061537626,-3.1229001329623354,124.812,jamming,Low
35.670853692289455,44.20931246896544,-1.1203483165587267,47.631,jamming,Low
63.28421377525458,42.65820287875824,-0.655,15.441,spoofing,High
-56.35349975061611,22.96303179480252,-1.978,103.843,spoofing,High
5.098564153368466,-5.272840070447085,-3.732,125.568,spoofing,Medium
41.715,33.052,1.835,250.734,intensity_manipulation,Medium
-41.633013712862095,-3.832805837181085,-4.025,35.985,spoofing,Low
23.634,-38.74,2.276,121.611,intensity_manipulation,Low
-2.231,45.043,-0.865,41.7555,intensity_manipulation,Low
13.436407169695492,-0.38884766188433817,2.870604788079439,18.589,jamming,High
-38.956,-31.166,4.537,16.8695,intensity_manipulation,Low
3.298991870152806,4.82254423546917,-6.654709974425719,235.392,jamming,High
55.840349059269556,-47.302590921306226,-2.4090011507379274,66.983,jamming,Medium
27.548,-9.209,1.166,255.0,intensity_manipulation,Medium
-33.85659056480216,-44.78790286425671,-3.335,124.684,spoofing,Low
18.139263169810533,1.4072559310126032,0.955,127.145,spoofing,High
-22.695968054496824,-27.463546166333984,8.084783155325463,31.424,jamming,Medium
-33.984,-23.18,-4.602,255.0,intensity_manipulation,High
-30.181,-22.559,-0.143,114.9205,intensity_manipulation,Low
6.399292247076829,-37.26252909469345,-2.106,132.863,spoofing,High
14.899,-36.666,2.878,255.0,intensity_manipulation,High
44.846,10.322,4.997,106.576,intensity_manipulation,Medium
-40.872,-42.829,-0.537,255.0,intensity_manipulation,High
40.35521599839704,29.306378297502043,-3.736714671984952,34.694,jamming,Low
28.508561477793346,5.9403137955888425,7.608984253116455,5.97,jamming,Medium
-45.205,42.049,2.125,15.25,intensity_manipulation,Medium
30.302393531801357,-22.808986370922884,2.860573040733975,78.845,jamming,Low
15.32753950391725,21.248241022167406,0.4895524946745231,7.485,jamming,Low
0.5784456706330543,10.333716292010875,4.788,233.205,spoofing,High
28.13040386329486,35.74150129868272,-2.081,70.573,spoofing,Medium
29.265,24.912,2.561,255.0,intensity_manipulation,Medium
-23.44220484582708,-25.03671092279435,2.066684554336907,86.119,jamming,Low
43.64188485966488,-7.204535999736051,14.749864976288727,194.733,jamming,High
-37.15,30.223,4.212,255.0,intensity_manipulation,High
35.583,-15.625,4.724,186.986,intensity_manipulation,Medium
20.814314447523973,20.476879502477452,-0.8596601421965968,225.468,jamming,Medium
-25.803033986832055,2.7691723925496206,-1.645,93.46,spoofing,High
-43.808,-36.798,-0.727,255.0,intensity_manipulation,Medium
69.7427369707101,21.788377242535752,-3.837,158.189,spoofing,High
34.082463441067,-36.986588485543464,-0.24567690379253126,107.419,jamming,Medium
-1.477,-37.488,2.434,120.992,intensity_manipulation,Low
-10.827,32.437,2.58,102.136,intensity_manipulation,Low
47.883,18.344,-4.351,151.454,intensity_manipulation,Medium
-31.468294680319907,19.617595385728528,0.667,2.967,spoofing,Medium
-28.232,16.205,-3.428,255.0,intensity_manipulation,Medium
2.943,-26.347,1.361,253.05499999999998,intensity_manipulation,High
-48.788,13.679,-2.447,68.1845,intensity_manipulation,Low
-30.141703134894883,-3.7799424901188114,-1.0939261689657653,217.735,jamming,Low
-1.134,17.923,-1.499,255.0,intensity_manipulation,Medium
-30.147079793459184,-31.684145306480353,4.337611860778594,88.513,jamming,Medium
-57.571289275669,43.44837982190119,-2.14,251.523,spoofing,High
-39.9371467152007,-5.21497028628076,1.935,85.218,spoofing,High
30.852365153371018,21.966464086809015,2.5799241291413186,119.278,jamming,Medium
-1.221,-31.063,4.068,120.29,intensity_manipulation,Low
-3.459791909361982,-4.6295918385915655,4.844,96.619,spoofing,High
27.838,-46.54,-1.12,255.0,intensity_manipulation,High
31.10917692575552,0.11521001745469306,4.203,27.833,spoofing,High
-51.23323859190994,-48.6443059677645,-4.518554107953231,216.444,jamming,Medium
9.825728651624356,4.102891780541554,-1.944,24.962,spoofing,Medium
-3.460185804964125,5.700071094241595,-1.4117268386963757,172.621,jamming,Low
30.112,-41.174,-0.181,139.132,intensity_manipulation,Medium
-23.60151880095664,-13.016851326575079,-0.00333003820840605,92.483,jamming,Low
16.451,31.504,0.291,239.345,intensity_manipulation,High
24.31054915328786,44.45026898996284,4.811,207.414,spoofing,Low
29.783377560392807,-16.809871088344764,1.398,8.308,spoofing,Low
17.471505470853252,28.199825791507735,1.565,80.99,spoofing,High
10.305267175156379,10.231933184601914,4.6126895634384635,239.001,jamming,High
-41.28843179855218,7.3756167891904525,-4.140062645054415,237.036,jamming,Medium
24.788,-14.923,-0.755,115.654,intensity_manipulation,Medium
30.201,-7.456,-4.943,236.578,intensity_manipulation,Medium
-27.098,-19.553,-1.503,255.0,intensity_manipulation,Medium
-2.6288440455939917,33.91299965198437,-3.214,12.238,spoofing,High
42.095,-12.588,-0.866,62.356,intensity_manipulation,Medium
19.298,-13.187,-2.38,43.059,intensity_manipulation,Low
-56.22621413425016,50.813461279316684,1.163,239.645,spoofing,Low
43.0013505027505,-43.74963376493739,0.8072357188797394,237.82,jamming,Medium
-37.252,3.004,4.108,133.58,intensity_manipulation,High
2.989,7.721,-0.088,255.0,intensity_manipulation,Medium
-53.023061531834735,42.930834732695104,-7.859150277259843,111.124,jamming,Medium
-12.948662625706795,38.879882195025296,-2.232,122.743,spoofing,High
23.264137461115318,-35.78985257104428,3.6417223836629162,148.722,jamming,Low
-42.42489900880952,-48.266005299699074,4.247,34.68,spoofing,Low
-30.894460958611962,-37.0647877592954,-2.566,11.525,spoofing,Low
-5.185995869588113,-10.129013263944035,-1.7654432924730243,226.003,jamming,Medium
-5.187905621268578,7.585539372806137,3.0534793380326124,107.136,jamming,High
-19.489821806533612,1.769825960189531,-3.507,151.025,spoofing,Low
-30.83,-1.169,1.115,255.0,intensity_manipulation,Medium
-51.61220983022608,28.412225333013573,-3.709,27.356,spoofing,Low
39.598,-0.421,-3.589,255.0,intensity_manipulation,High
3.645378282120477,-4.429456737895929,-3.79,221.652,spoofing,Medium
27.74979084388029,-27.009528266718743,4.925737291567951,146.81,jamming,Medium
-64.94545198267738,-18.048915314662604,1.859697149589279,125.818,jamming,High
42.687,4.354,3.214,188.954,intensity_manipulation,Medium
-23.41323815053606,-19.94341462242977,2.589,169.193,spoofing,Low
45.281,35.08,-0.489,255.0,intensity_manipulation,High
-31.62901472641566,33.4654270667805,3.569,142.47,spoofing,Low
40.89693847453235,16.8916615771952,-3.397,232.723,spoofing,Low
35.606,38.271,2.307,12.211,intensity_manipulation,Low
-40.841,-23.905,-1.545,255.0,intensity_manipulation,High
-7.3980322492202575,-17.919582706654264,0.447,207.4,spoofing,High
-52.57151092078429,17.696197549791435,3.906,74.293,spoofing,Low
-24.519,-20.888,-1.258,254.34,intensity_manipulation,High
10.243806240896713,-2.0748721122377844,-0.2238029557012502,75.493,jamming,High
-6.63,-5.068,-0.183,41.22,intensity_manipulation,Low
-4.316,-16.563,-1.053,26.3695,intensity_manipulation,Low
36.206814432519145,-20.18872494251814,-6.09208751724185,186.631,jamming,High
-46.44366040977932,47.10583992763637,2.320669879761778,64.234,jamming,Low
21.577,-36.612,-0.9,123.8905,intensity_manipulation,Low
13.93939948521577,22.74095185193822,-3.735,5.145,spoofing,High
-9.910302679097251,25.236210411879824,-3.357,23.412,spoofing,Low
-31.715941448000358,-15.809879393551869,3.844,130.764,spoofing,High
-44.748,-19.692,1.973,255.0,intensity_manipulation,High
12.60950214873538,18.09208341726089,-7.1054935945947655,233.563,jamming,High
34.48869119507601,-18.615770536952944,-4.903229128014747,35.743,jamming,Medium
-37.600081175461625,46.08249405007188,0.244,22.55,spoofing,High
1.335,-36.688,3.003,8.95,intensity_manipulation,Medium
49.1418357620415,-18.012415947375203,3.424,27.393,spoofing,Low
41.59009126560179,-2.652832917245629,0.6101998332302135,232.789,jamming,Low
-30.761247649451086,14.639443089074522,-4.886,163.351,spoofing,Low
8.466582436516486,-1.422137876167628,-3.5609867722892656,20.814,jamming,Medium
1.442,-27.25,-0.869,180.815,intensity_manipulation,High
37.09982300886538,-18.898899072851126,0.5720102756350198,67.996,jamming,High
-10.126001405010358,47.1084831322934,-2.737,210.136,spoofing,Low
19.15738410369224,-36.08441176544795,2.2228518556009784,76.594,jamming,Medium
-21.505378643049454,-58.582087058420875,-2.646,192.99,spoofing,High
-35.032693857496255,-8.784255893894414,1.315,221.897,spoofing,Medium
12.337097365196229,-0.94351141457377,6.330129790659781,42.122,jamming,Medium
14.063,-45.688,1.567,58.27,intensity_manipulation,Low
1.234236959581052,-11.752531543989441,-1.759,123.713,spoofing,Low
12.698500870460128,44.0598516451767,1.9507612703089663,2.733,jamming,Low
-2.453,37.046,0.332,38.091,intensity_manipulation,Low
2.705,29.921,-1.336,24.637,intensity_manipulation,Low
-32.801,-19.263,-1.164,62.0315,intensity_manipulation,Low
25.668,-22.27,3.691,114.7315,intensity_manipulation,Low
-38.673,-31.334,3.164,255.0,intensity_manipulation,High
43.693316974316964,-11.561196805512239,-1.517,81.961,spoofing,High
-22.233077443519896,0.10537263192138191,-3.740065124056019,10.586,jamming,Low
-46.44811568505402,42.10464018511925,-3.524,16.287,spoofing,Low
46.427,-13.773,-1.147,98.403,intensity_manipulation,Low
-13.904471379187079,-33.38474505004951,-4.776774012182102,218.23,jamming,High
-0.717,47.911,2.918,255.0,intensity_manipulation,High
-48.827893251847804,25.81803945533821,3.9647524275608603,97.975,jamming,Low
22.151684967838122,-15.474991602173144,2.209,250.385,spoofing,Low
-12.952513484434057,-51.95975683958279,-3.026356642029536,89.195,jamming,Medium
-48.465808739372264,-3.8427865987784693,-2.2608321019638526,119.885,jamming,Medium
-12.215,-0.524,1.15,255.0,intensity_manipulation,High
40.00111908646731,-43.797407714720464,0.6479240049305005,25.156,jamming,Low
36.867,47.156,0.24,109.23,intensity_manipulation,Medium
49.923,17.272,-2.358,45.526,intensity_manipulation,Low
21.701622888284387,42.124779263538514,0.079,173.731,spoofing,Low
20.754421006891505,42.71611310597175,-4.71,154.569,spoofing,Medium
-42.02741832135525,15.804265442871666,3.3467464427159723,121.081,jamming,Low
-20.398,-0.035,-0.505,255.0,intensity_manipulation,Medium
-30.934,27.133,-0.076,255.0,intensity_manipulation,High
-28.729,-9.371,3.997,1.8199999999999998,intensity_manipulation,High
-20.189051812710467,-1.9942891909156275,-1.134,211.034,spoofing,High
-17.708,28.294,1.558,255.0,intensity_manipulation,High
-12.631,43.62,-3.643,255.0,intensity_manipulation,High
48.45254773595049,2.5333304620941743,3.3559159613964127,253.916,jamming,Low
41.78179589447012,2.576839331164834,5.986989964768854,88.347,jamming,Medium
14.456946503591993,-2.4563434261314576,-2.6439868158954063,247.764,jamming,Low
-1.520902361033536,-7.428572113076364,-10.807292043626008,74.977,jamming,High
0.03956325430241492,-26.84259519831793,-1.163,178.639,spoofing,Medium
9.52339900329693,8.945457174370754,-0.353,55.776,spoofing,Medium
-12.678,47.8,-3.716,216.432,intensity_manipulation,Medium
22.6965330008806,-39.11559403937272,0.0524971978109805,94.429,jamming,High
-2.754,-3.496,-3.953,255.0,intensity_manipulation,High
22.008,-16.47,-3.938,10.0635,intensity_manipulation,Low
10.283332535820088,-51.08836350623452,0.681,32.853,spoofing,Medium
-21.392725145732697,47.6557762876206,-4.2076184288565015,243.399,jamming,High
-48.015,21.2,-2.476,130.234,intensity_manipulation,Medium
3.828118814979487,-15.184155295843697,1.063,180.113,spoofing,High
-40.951,8.128,-0.718,23.446,intensity_manipulation,Medium
-18.70318475053965,16.937114929923784,2.8080466280318324,45.071,jamming,Medium
-59.38119609152428,-40.13107424102709,-0.5951784735468297,62.449,jamming,Medium
-69.31202790072588,30.603728743272086,0.329,16.563,spoofing,High
13.821,27.536,3.552,82.1325,intensity_manipulation,Low
55.55703993156396,7.8595722573992255,3.729,22.529,spoofing,High
20.079,-39.826,4.193,255.0,intensity_manipulation,Medium
-39.987,-48.043,1.103,81.1795,intensity_manipulation,Low
19.48650277776461,22.40224333352765,5.198562237511743,104.434,jamming,Low
40.1529381390542,-41.7173619351037,-2.4471919004722262,17.838,jamming,Medium
42.357,14.17,-0.552,255.0,intensity_manipulation,High
72.4670805931439,-28.651563832958573,3.809,84.868,spoofing,High
6.0860865144471745,-46.07058275867417,-3.0870569416123663,118.885,jamming,Medium
-29.756036603126873,25.496836707939757,-5.620078087345519,240.416,jamming,Medium
32.8196916198616,53.69379207719716,-4.087,33.169,spoofing,High
25.323,-13.961,2.026,104.019,intensity_manipulation,Low
